pl_name,pl_bmasse,pl_rade,pl_pubdate,pl_controv_flag,pl_bmasseerr1,pl_bmasseerr2,pl_radeerr1,pl_radeerr2,soltype,disc_refname,pl_refname
Kepler-60 d,4.4,2.511,2023-01,0,0.44,-0.44,0.093,-0.092,Published Confirmed,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>
WASP-79 b,286.03,23.43,2012-11,0,25.43,-25.43,1.57,-1.57,Published Confirmed,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>
WASP-25 b,190.06234,13.977623,2014-10,0,13.98452,-13.98452,0.358688,-0.358688,Published Confirmed,<a refstr=ENOCH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1009.5917E/abstract target=ref> Enoch et al. 2010 </a>,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>
TOI-216.01,177.98390792,10.1,2021-04,0,6.35656814,-6.35656814,0.2,-0.2,Published Confirmed,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>
HAT-P-20 b,2302.899,9.718,2011-12,0,59.432,-59.432,0.37,-0.37,Published Confirmed,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>
WASP-62 b,181.155,15.581,2012-10,0,12.713,-12.713,0.673,-0.673,Published Confirmed,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>
CoRoT-1 b,390.9309,19.223435,2017-06,0,31.783,-31.783,0.33627,-0.33627,Published Confirmed,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-69 b,82.632,9.113,2014-12,0,5.403,-5.403,0.314,-0.314,Published Confirmed,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>
WASP-96 b,152.55,13.45,2014-05,0,9.53,-9.53,0.67,-0.67,Published Confirmed,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>
EPIC 220674823 b,8.21,1.725,2023-04,0,0.76,-0.74,0.039,-0.039,Published Confirmed,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
HD 219134 d,16.17,1.61,2017-03,0,0.64,-0.64,0.02,-0.02,Published Confirmed,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>
WASP-98 b,269.51984,12.3299,2017-06,0,26.69772,-24.15508,0.44836,-0.44836,Published Confirmed,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TrES-2 b,380.76034,13.67498,2007-08,0,16.84499,-16.84499,0.504405,-0.470778,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,<a refstr=SOZZETTI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...664.1190S/abstract target=ref>Sozzetti et al. 2007</a>
XO-5 b,332.45018,12.430781,2017-06,0,10.48839,-10.48839,0.56045,-0.56045,Published Confirmed,<a refstr=BURKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1331B/abstract target=ref> Burke et al. 2008 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
HD 42813 b,9.1,3.41,2024-08,0,0.82,-0.79,0.046,-0.046,Published Confirmed,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>
TOI-4860 b,86.7,8.7,2023-08,0,1.9,-1.9,0.4,-0.4,Published Confirmed,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>
WASP-101 b,158.91,15.8,2014-05,0,12.71,-12.71,0.56,-0.56,Published Confirmed,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>
TrES-3 b,603.55917,14.68379,2011-11,0,20.02329,-20.02329,0.22418,-0.22418,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>
TrES-2 b,380.76034,13.67498,2008-08,0,16.84499,-16.84499,0.504405,-0.470778,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,<a refstr=WINN_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...682.1283W/abstract target=ref> Winn et al. 2008 </a>
Kepler-26 c,7.48,3.11,2023-01,0,0.49,-0.48,0.14,-0.14,Published Confirmed,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>
TrES-1 b,221.52751,11.960003,2017-06,0,8.89924,-8.58141,0.246598,-0.235389,Published Confirmed,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
Kepler-12 b,137.62039,18.999255,2017-06,0,13.34886,-12.7132,0.313852,-0.358688,Published Confirmed,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
Kepler-14 b,2440.9344,12.621334,2012-10,0,123.9537,-123.9537,0.56045,-0.56045,Published Confirmed,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
TOI-1130 c,336.0,13.0,2024-07,0,2.0,-5.0,0.4,-0.4,Published Confirmed,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>
Kepler-36 c,9.61,3.692,2021-02,0,0.79,-0.89,0.01,-0.01,Published Confirmed,<a refstr=CARTER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337..556C/abstract target=ref> Carter et al. 2012 </a>,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>
HATS-11 b,270.1555,16.92559,2016-10,0,38.1396,-38.1396,0.874302,-0.874302,Published Confirmed,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>
WASP-47 b,363.6,12.64,2022-05,0,7.3,-7.3,0.15,-0.15,Published Confirmed,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>
K2-114 b,638.83509807,10.44677001,2020-11,0,38.13940884,-38.13940884,0.3474784,-0.3474784,Published Confirmed,<a refstr=SHPORER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..188S/abstract target=ref>Shporer et al. 2017</a>,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>
WASP-26 b,324.1866,13.630144,2014-10,0,10.48839,-10.48839,0.526823,-0.526823,Published Confirmed,<a refstr=SMALLEY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...520A..56S/abstract target=ref>Smalley et al. 2010</a>,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>
WASP-77 A b,559.36,13.56,2013-01,0,19.07,-19.07,0.22,-0.22,Published Confirmed,<a refstr=MAXTED_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASP..125...48M/abstract target=ref> Maxted et al. 2013 </a>,<a refstr=MAXTED_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASP..125...48M/abstract target=ref> Maxted et al. 2013 </a>
XO-4 b,512.34196,15.02006,2017-06,0,8.58141,-8.89924,0.56045,-0.56045,Published Confirmed,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
HATS-55 b,292.72143,14.022459,2019-08,0,24.15508,-24.15508,0.291434,-0.291434,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>
Kepler-10 b,3.57,1.489,2019-09,0,0.51,-0.53,0.023,-0.021,Published Confirmed,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>
TOI-125 b,9.5,2.726,2020-03,0,0.88,-0.88,0.075,-0.075,Published Confirmed,<a refstr=QUINN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..177Q/abstract target=ref>Quinn et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>
TOI-132 b,22.4,3.42,2020-03,0,1.9,-1.92,0.13,-0.14,Published Confirmed,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>
Kepler-87 b,324.2,13.49,2014-01,0,8.8,-8.8,0.55,-0.55,Published Confirmed,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>
Kepler-10 b,3.33,1.47,2014-07,0,0.49,-0.49,0.03,-0.03,Published Confirmed,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,<a refstr=DUMUSQUE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...789..154D/abstract target=ref> Dumusque et al. 2014</a>
Kepler-10 b,3.72,1.47,2016-03,0,0.42,-0.42,0.03,-0.03,Published Confirmed,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,<a refstr=WEISS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...83W/abstract target=ref>Weiss et al. 2016</a>
Kepler-40 b,657.9081,16.14096,2017-06,0,104.8839,-104.8839,1.23299,-1.23299,Published Confirmed,<a refstr=SANTERNE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1101.0196S/abstract target=ref> Santerne et al. 2011 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
GJ 357 b,1.84,1.217,2019-08,0,0.31,-0.31,0.084,-0.083,Published Confirmed,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>
Kepler-36 b,5.56,1.582,2021-02,0,0.41,-0.45,0.015,-0.015,Published Confirmed,<a refstr=CARTER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337..556C/abstract target=ref> Carter et al. 2012 </a>,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>
LHS 1140 b,6.38,1.635,2020-10,0,0.46,-0.44,0.046,-0.046,Published Confirmed,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>
LHS 1140 c,1.76,1.169,2020-10,0,0.17,-0.16,0.037,-0.038,Published Confirmed,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>
LTT 1445 A b,2.87,1.305,2021-07,0,0.26,-0.25,0.066,-0.061,Published Confirmed,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>
LTT 1445 A c,1.54,1.147,2021-07,0,0.2,-0.19,0.055,-0.054,Published Confirmed,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>
TOI-1468 b,3.21,1.28,2022-10,0,0.24,-0.24,0.038,-0.039,Published Confirmed,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>
Kepler-10 b,3.26,1.47,2023-04,0,0.3,-0.3,0.03,-0.02,Published Confirmed,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
TOI-244 b,2.68,1.52,2023-05,0,0.3,-0.3,0.12,-0.12,Published Confirmed,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>
TOI-858 B b,349.6112477,14.06727078,2023-11,0,25.42627256,-22.24798849,0.43715025,-0.43715025,Published Confirmed,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...679A..70H/abstract target=ref>Hagelberg et al. 2023</a>,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...679A..70H/abstract target=ref>Hagelberg et al. 2023</a>
Kepler-10 b,3.65783839,1.489,2024-01,0,0.43108866,-0.43108866,0.037,-0.037,Published Confirmed,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
LHS 1140 b,5.6,1.73,2024-01,0,0.19,-0.19,0.025,-0.025,Published Confirmed,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>
LHS 1140 c,1.91,1.272,2024-01,0,0.06,-0.06,0.026,-0.026,Published Confirmed,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>
LTT 1445 A b,2.73,1.34,2023-10,0,0.25,-0.23,0.11,-0.06,Published Confirmed,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>
LTT 1445 A c,1.37,1.07,2023-10,0,0.19,-0.19,0.1,-0.07,Published Confirmed,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>
LTT 1445 A b,2.32,1.43,2023-05,0,0.25,-0.25,0.09,-0.09,Published Confirmed,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>
TOI-2989 b,953.485221,12.55405838,2025-06,0,63.5656814,-63.5656814,0.56044903,-0.56044903,Published Confirmed,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>
MASCARA-4 b,532.36258173,16.98160576,2022-10,0,76.59664609,-76.59664609,0.49319515,-0.49319515,Published Confirmed,<a refstr=DORVAL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A..60D/abstract target=ref>Dorval et al. 2020</a>,<a refstr=ZHANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..47Z/abstract target=ref>Zhang et al. 2022</a>
TOI-1468 b,3.04,1.401,2025-03,0,0.46,-0.46,0.059,-0.06,Published Confirmed,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,<a refstr=MEIER_VALD_AMP_EACUTE_S_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250319772M/abstract target=ref>Meier Vald&eacute;s et al. 2025</a>
Kepler-10 b,3.24,1.47,2025-04,0,0.32,-0.32,0.03,-0.02,Published Confirmed,<a refstr=BATAHLA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...729...27B/abstract target=ref> Batalha et al. 2011 </a>,<a refstr=BONOMO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A.233B/abstract target=ref>Bonomo et al. 2025</a>
L 98-59 d,2.31,1.57,2019-09,0,0.46,-0.45,0.14,-0.14,Published Confirmed,<a refstr=KOSTOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...32K/abstract target=ref>Kostov et al. 2019</a>,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>
WASP-20 b,98.84513,16.387558,2017-06,0,6.03877,-5.72094,0.661331,-0.661331,Published Confirmed,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
K2-141 b,5.16,1.493,2019-09,0,0.35,-0.34,0.041,-0.035,Published Confirmed,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>
